id,college_whynot,college_excited,college_challenge,gender_cat,so_cat,race_assn,parent_edu,primary_english,where_college
R_0kTx5mtlcR6Nv9v,,GETTING TO EXPERIENCE COLLEGE AND HAVING BETTER OPPORTUNITY,,cis woman,straight/heterosexual ,Hispanic/Latinx,High school diploma,No,California Community College (CCC)
R_1g0kO7krKwoGgSY,,NEW EXPERIENCES WITH PEOPLE AND STUDYING/ LEARNING,BALANCING EVERYTHING,cis man,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",No,California State University (CSU)
R_10Jlhd1TGRXubwv,,"I’M EXCITED TO GET A JOB AND MAKE NEW FRIENDS. CLASSES ARE CLASSES NO MATTER WHERE YOU GO, BUT THE EXPERIENCE OF IT ALL I’M EXPECTING TO BE PRETTY DIFFERENT. I’M MORE EXCITED TO TRANSFER TO UC IRVINE AFTER COMMUNITY COLLEGE.",JUST TIME CONSTRAINTS AND MONEY.,cis woman,straight/heterosexual ,White/Non-Hispanic,"Some college, no college degree",Yes,California Community College (CCC)
R_2CdguAwOxCviZeR,,FEELING MORE AS AN ADULT AND MEETING NEW PEOPLE. STUDYING IN THE FIELD I LIKE.,THE SCHEDULE. PRIORITIZING MY DAY WITH WORK AND SCHOOL.,cis man,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",Yes,California Community College (CCC)
R_3poojJdoZY06cew,,"GETTING MY DEGREE IN SOCIAL WORK, AS WELL AS BEING THE FIRST TO GRADUATE FROM COLLEGE. I HOPE TO GAIN EXPERIENCE FROM NEW PEOPLE I MEET IN COLLEGE.",BALANCING MY SCHEDULE. BUT I KNOW I CAN GET THROUGH IT,cis man,bisexual/pansexual/omnisexual,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_1mPK6sPIllQ8PpZ,,I AM MOST EXCITED TO BE ABLE TO GROW AND HOPEFULLY LEARN WHAT I AM HAPPY WITH DOING FOR THE REST OF MY LIFE THAT IS ABLE TO SUPPORT ME AS WELL!,OVERCOMING THE MANY BARRIERS OF GROWING UP.,cis man,gay or lesbian,White/Non-Hispanic,"Some college, no college degree",Yes,California Community College (CCC)
R_XIoP3tirsLMBKCt,,MEETING NEW PEOPLE,NOT GETTING OUT OF MY CONFRONT ZONE,cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_WofDFN1093hUVyN,,"HONESTLY I AM EXCITED FOR MY NEXT STEP OF THE JOURNEY. I AM CLOSING THE CHAPTER OF HIGH SCHOOL AND I AM GOING INTO THE REAL WORLD, I AM WORRIED SLIGHTLY BUT I KNOW I GOT IT. THERE’S GONNA BE MANY BUMPS BUT THERE’S GONNA BE MANY UPS ASWELL. WHAT I’M MOST EXCITED FOR IS MY SOCIALISM WITHIN THE SCHOOL, AND I REALLY WANT TO ENGAGE IN ACTIVITIES WITHIN THE SCHOOL.","WHAT I THINK THE BIGGEST CHALLENGE I WILL BE FACING IN COLLEGE IS THE TRANSITION ITSELF. IT’S VERY HARD TO TRANSITION FROM ONE THING TO ANOTHER, AND THE AMOUNT OF WORK AND EFFORT I WILL HAVE TO PUT IS MUCH MORE THAN NOW, AND I THINK IT’LL TAKE A TOLL ON ME IN THE BEGINNING, BUT ONCE I GET USED TO THE WORK I WILL GET BETTER WITHIN IT. I THINK MY OTHER CHALLENGE WILL BE MY TIME MANAGEMENT, IT’S GONNA BE HARD TO WORK, FOCUS ON SCHOOL, AND CARE FOR MYSELF, BUT IT’S SOMETHING I’M GONNA HAVE TO GET USED TO, AND GET BETTER AT MANAGING MY TIME.",cis man,straight/heterosexual ,American Indian/Alaskan Native,Associate degree,Yes,California Community College (CCC)
R_20TlmJ45qdXYlME,,NEW EXPERIENCES,TOO MUCH FREEDOM,cis man,straight/heterosexual ,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,California State University (CSU)
R_1P5cNPaTttBQNUM,,STARTING NEW,MAINTAINING A 4.0/ TRANSFERRING,,straight/heterosexual ,Asian,High school diploma,No,California Community College (CCC)
R_2znG8vZ9WA6tJXk,,,SEEING GAY PPL,,,White/Non-Hispanic,Bachelor's degree,Yes,Private four-year college/university in California
R_1dNpNaAbuZNhJZj,,NEW EXPERIENCES,MAKING FRIENDS,prefer not to say,bisexual/pansexual/omnisexual,White/Non-Hispanic,High school diploma,Yes,University of California (UC)
R_3kiA5w4lyCzL4Vj,,"LEARNING WITH PEERS COLLABORATIVELY, MAKING NEW FRIENDS, DOING RESEARCH.",SOCIALLY ADJUSTING TO DORM LIFE,cis woman,straight/heterosexual ,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,University of California (UC)
R_2wtNQuQG7oWktUJ,,FRIENDS,WORK OVERLOAD,cis woman,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",No,California State University (CSU)
R_211ITuBHfN6jJR3,,MEETING NEW PEOPLE,MONEY,cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,Yes,California Community College (CCC)
R_22FzrE48KatUSeY,,TO GAIN NEW EXPERIENCES AND TO PARTICIPATE IN CLUBS.,SOME DISABILITY ISSUES AND SOCIAL PROBLEMS. MENTAL HEALTH AND FINANCIAL PROBLEMS AS WELL.,cis woman,straight/heterosexual ,Black/African American,Don't know,Yes,California State University (CSU)
R_25HhQcTsGuK8u40,,LEARNING NEW THINGS + EXPERIENCING NEW THINGS,GETTING USED TO THE NEW COLLEGE CULTURE,cis man,straight/heterosexual ,Asian,Bachelor's degree,No,University of California (UC)
R_1kIArGkstucjZ9v,,I’M EXCITED FOR THE NEW EXPERIENCES AND THE NEW TEACHERS I HOPE THEY ARE AS HELPFUL AND UNDERSTANDING AS MY CURRENT TEACHER,THE OVERWHELMING FEELING,cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,Yes,California Community College (CCC)
R_3FUtCpvtlUIzSOW,,BEING FREE TO CREATE AND LIVE OFF MY OWN SCHEDULE AND MEETING NEW PEOPLE,MISSING MY FRIENDS AND FAMILY AND STRUGGLING ACADEMICALLY,gender diverse/questioning,other/queer/questioning,Hispanic/Latinx,Bachelor's degree,No,University of California (UC)
R_2AEyDNnweP5Kay9,,MAKING FRIENDS AND SURROUNDING MYSELF IN A POSITIVE AND THRIVING ENVIRONMENT.,PAYING FOR ALL THE EXPENSES.,cis man,bisexual/pansexual/omnisexual,American Indian/Alaskan Native,Did not complete high school,Yes,University of California (UC)
R_2YaMhqkxgtthiFE,,TO LEARN,NOT KNOWING HOW TO CHOOSE MY CLASSES AND IF I’M DOING THINGS CORRECTLY TO GRADUATE ON TIME,cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,Yes,California Community College (CCC)
R_2xWBjsexf7jQN5w,,RECEIVING MY ASSOCIATE'S DEGREE IN PROFESSIONAL ACCOUNTING.,LIVING ON A PART-TIME JOB'S INCOME.,cis man,straight/heterosexual ,Hispanic/Latinx,High school diploma,No,California Community College (CCC)
R_1ml9V4r1hHNbuim,,REACHING MY GOAL!,ALL THE HARD WORKS AND ALL THE STRESS I WILL GET FROM THE WORK,cis woman,straight/heterosexual ,Asian,Did not complete high school,No,California State University (CSU)
R_3svN3zdOTM92BIq,,A NEW ENVIRONMENT AND MEETING NEW PEOPLE,GETTING TO CLASSES ON TIME,cis woman,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",No,California Community College (CCC)
R_2ctQoZyy5Osm3vh,,I’M GOING TO AN INTERNATIONAL PROGRAM IN FINLAND SO I’M REALLY EXCITED TO MEET NEW PEOPLE AND HAVE A CHANGE IN ENVIRONMENT. I’M ALSO EXCITED TO PURSUE MORE IN-DEPTH LEARNING IN AREAS THAT INTEREST ME.,I THINK IT WILL BE HARD TO TRANSITION INTO LIVING ON MY OWN WITHOUT FAMILY TO TALK WITH IN THE SAME HOUSE. I’M ALSO WORRIED ABOUT WHETHER MY EDUCATION HAS PREPARED ME FOR THE UNIVERSITY-LEVEL CLASSES.,nonbinary,bisexual/pansexual/omnisexual,White/Non-Hispanic,Bachelor's degree,Yes,College outside of California
R_3MyS24yWZIKfdxj,,"GETTING TO HAVE NEW EXPERIENCES, AND MEETING NEW PEOPLE.",BEING AWAY FROM HOME. HAVING TO BALANCE SCHOOL WORK AND OTHER SOCIAL ASPECTS OF COLLEGE WITHOUT MY FAMILY TO SUPPORT ME.,cis woman,straight/heterosexual ,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,College outside of California
R_u4Xgj6lXf0N0nAt,,NEW ENVIRONMENT,TIME MANGAMENT,cis woman,straight/heterosexual ,Asian,Associate degree,Yes,University of California (UC)
R_bCOz3Qn5O6x8IUN,,GETTING TO LEARN ABOUT WHAT I LOVE,STAYING MOTIVATED,nonbinary,bisexual/pansexual/omnisexual,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_2SvLRUQ21hu7WQR,,CONTINUING WITH MY EDUCATION AND PURSUING MY PASSION FOR HISTORY AND ECONOMICS.,ADJUSTING TO LIVING AWAY FROM HOME AND DEVELOPING A NEW SOCIAL LIFE.,cis man,straight/heterosexual ,Asian,Bachelor's degree,Yes,University of California (UC)
R_21doeMGN1yVFilK,,"THE CLASSES I TAKE, PARTICULARLY IN MY INTEREST AREAS AND ESPECIALLY IF THEY'RE ONLINE.","SOCIAL ANXIETY AND TIME MANAGEMENT, AS WELL PLANNING FOR FUTURE EDUCATIONAL GOALS.",cis woman,prefer not to say,Asian,Associate degree,Yes,California Community College (CCC)
R_2UgYQV8yUEqSP7M,,JUST THE SPORTS IN GENERAL,ACADEMIC,cis woman,straight/heterosexual ,Hispanic/Latinx,High school diploma,Yes,California Community College (CCC)
R_2doMA8iUzUBWGMv,,WHAT I’M MOST EXCITED ABOUT IS LEARNING MORE ABOUT MY MAJOR AND MEETING NEW PEOPLE,THE BIGGEST CHALLENGE WOULD BE BALANCING MY TIME MANAGEMENT,cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_rl2xJUe7zWJF8MV,,THE NEW EXPERIENCES I WILL BE HAVING. LIVING IN THE DORM WITH 2 OTHER ROOMMATES WILL BE FUN. LIVING ON MY OWN AWAY FROM MY PARENTS EVEN THOUGH I KNOW I WILL MISS THEM A LOT.,LIVING ON MY OWN AWAY FROM MY PARENTS. I LOVE THEM SO MUCH. THAT'LL BE THE BIGGEST CHALLENGE FOR ME.,cis woman,straight/heterosexual ,Black/African American,"Some college, no college degree",Yes,Private four-year college/university in California
R_2fiFNJXVR1zVCy5,,"MEETING NEW PEOPLE, BEING IN A NEW AREA WHERE PEOPLE ARE POSSIBLY INTEREST IN THE SAME TYPE OF FIELD AS ME",LEARNING THE DIFFERENCE OF HOW COLLEGE CLASS WORKS COMPARED TO HIGH SCHOOL CLASSES.,nonbinary,bisexual/pansexual/omnisexual,Hispanic/Latinx,High school diploma,Yes,California Community College (CCC)
R_PHSk6Sfvyv7ddFT,,FREEDOM,AEP罗马字母第十九个,cis man,straight/heterosexual ,Asian,Did not complete high school,No,California Community College (CCC)
R_1jUrA2rRFOMQW28,,I'M MOST EXCITED FOR THE NEW AND THRILLING EXPERIENCE OF LIVING AWAY FROM HOME. GOING TO COLLEGE WILL ALLOW ME THE FREEDOM TO EXPRESS MYSELF FULLY AND MEET NEW PEOPLE WHO APPRECIATE ME FOR WHO I AM.,PROBABLY GETTING USED TO THE NEW ENVIRONMENT WILL BE THE BIGGEST CHALLENGE I WILL FACE IN COLLEGE.,cis woman,straight/heterosexual ,Hispanic/Latinx,Associate degree,Yes,University of California (UC)
R_5uviPFKA0RrZBIt,,LEARNING,ASKING FOR HELP ASK QUESTIONS,cis man,bisexual/pansexual/omnisexual,Hispanic/Latinx,High school diploma,Yes,California Community College (CCC)
R_u9ZgceH8nmXyISt,,I’M EXCITED MOST ABOUT EXPRESSING MYSELF MORE COMFORTABLY IN COLLEGE,BIGGEST CHALLENGE WILL BE FINANCIAL STABILITY IN COLLEGE,cis woman,straight/heterosexual ,Other,Did not complete high school,No,California State University (CSU)
R_3maByy9IHNVtt5w,,"I'M MOST EXCITED ABOUT THE OPPORTUNITIES I HOPE TO HAVE TO EXPAND MY SOCIAL NETWORK AND MAKE NEW FRIENDS THAT HAVE SIMILAR INTERESTS TO ME, ESPECIALLY IN CODING AND COMPUTER SCIENCE.","I THINK THE BIGGEST CHALLENGE IS DETERMINING MY BALANCE BETWEEN SCHOOL, WORK, AND LIFE.",cis man,straight/heterosexual ,White/Non-Hispanic,Associate degree,Yes,University of California (UC)
R_DB00VFkurnMEG53,,MAKING NEW FRIENDS AND CREATING NEW MEMORIES WHILE LEARNING MORE CURRICULUM,I THINK MANAGING HOW TO BALANCE NEW RESPONSIBILITIES ON TOP OF THE FREEDOM I AM GRANTED,cis woman,bisexual/pansexual/omnisexual,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_DogUiia3ic21RFD,,"I'M EXCITED TO LEARN MORE ABOUT SUBJECTS THAT INTEREST ME, SUCH AS BIOLOGY AND CHEMISTRY.",MAKING NEW FRIENDS IN SUCH A LARGE SCHOOL ENVIRONMENT.,cis woman,straight/heterosexual ,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",No,University of California (UC)
R_2c1HAHMxvjfeJ1r,,"I AM EXCITED TO PLAY COLLEGE SPORTS (I WILL BE PLAYING VOLLEYBALL), BUILD LASTING FRIENDSHIPS, AND CONTINUE MY COLLEGE EDUCATION.","MANAGING MY TIME WELL, AND TRANSITIONING TO LIVING ON MY OWN.",cis woman,straight/heterosexual ,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,Private four-year college/university in California
R_1CJYIEcZFVz14LP,,I WANT TO HAVE A CAREER AS A CSI INVESTIGATOR & I AM VERY EXCITED TO START ON THIS WITH THE RIGHT COURSES. MY GOAL ONE DAY IS TO WORK FOR THE FBI.,BALANCING MY JOB AND CLASSES. I LOVE WORKING & MAKING MONEY BUT SCHOOL IS MY NUMBER ONE OBLIGATION SO I WILL PROBABLY HAVE TO CUT BACK ON MY HOURS AT WORK TO FOCUS SOLELY ON MY ACADEMICS.,cis man,straight/heterosexual ,White/Non-Hispanic,"Some college, no college degree",Yes,California Community College (CCC)
R_3e4YI8mNjNW2sVk,,MEETING NEW PEOPLE,COURSE WORK,cis man,straight/heterosexual ,Hispanic/Latinx,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,California State University (CSU)
R_OxqYtdl5wRJuOgp,,NEW EXPERIENCES,MEETING NEW PEOPLE,cis woman,gay or lesbian,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,College outside of California
R_2zpCgxkQ4IMKvJb,,I’M EXITED ABOUT LIBELING ON MY OWN AND MAKING NEW FRIENDS AND MEMORIES.,TIME MANAGEMENT OF EVERYTHING,cis man,straight/heterosexual ,Hispanic/Latinx,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,University of California (UC)
R_3fBqY0fogLGuEBf,,"I AM MOST EXCITED TO LIVE ON MY OWN AND EXPERIENCE THE WORLD IN MY OWN LENS, WHILE MAKING NEW FRIENDS AND KEEPING THE FRIENDS THAT I HAVE MADE IN HIGH SCHOOL.","I THINK THE BIGGEST CHALLENGE I WILL FACE IS THE TRANSITION FROM HIGH SCHOOL CLASSES TO COLLEGE LEVEL CLASSES. THERE WILL LIKELY BE A STARK CONTRAST BETWEEN THE TWO, AND I'M NOT SURE HOW SMOOTH THE TRANSITION WILL BE.",cis man,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",Yes,Private four-year college/university in California
R_2ZIb49d7izpZd8O,,MOVING AWAY FROM HOME.,MONEY.,cis woman,straight/heterosexual ,Black/African American,Bachelor's degree,Yes,College outside of California
R_2yr7cRkRyaRNhVd,,BEING ABLE TO TAKE CLASSES THAT I’M INTERESTED IN.,MAKING FRIENDS,cis man,gay or lesbian,Hispanic/Latinx,Bachelor's degree,No,California Community College (CCC)
R_3qvAwwZL1BEis9i,,"MEETING NEW FRIENDS, MOVING TO NEW PLACE",SOCIAL LIFE,cis woman,bisexual/pansexual/omnisexual,Black/African American,"Some college, no college degree",Yes,University of California (UC)
R_1isv5rb58mU8HPR,,"I'M MOST EXCITED ABOUT EXPERIENCING THE EAST COAST. GROWING UP ON THE WEST COAST, I'VE BEEN PRIVILEGED ENOUGH TO LIVE IN SUCH A DIVERSE AND WELCOMING STATE, HOWEVER, I DO FEAR WHAT I'LL EXPERIENCE IN ANOTHER STATE. I'M REALLY EXCITED TO BE ABLE TO STUDY IN ANOTHER STATE WHICH IS THE MAJOR REASON WHY I DECIDED TO GO OUT OF STATE.","I THINK THE BIGGEST CHALLENGES I'LL FACE WOULD PROBABLY BE FEELING WELCOMED AND BEING MORE SOCIAL. MY BIGGEST FEAR IS FEELING AS IF I'M NOT WELCOMED DUE TO MY ETHNICITY OR THE LANGUAGE I SPEAK. STRAYING AWAY FROM THE WEST COAST, I KNOW THAT PEOPLE TEND TO BE MORE RACIST AND OVERALL UNWELCOMING TO PEOPLE WHO ARE VIEWED AS DIFFERENT. ANOTHER CHALLENGE I'M EXPECTING TO FACE IN COLLEGE IS BREAKING THE HABITS THAT HINDER MY ABILITY TO BE MORE SOCIAL. I'M USUALLY A MORE QUIET AND RESERVED PERSON AND I DON'T INITIATE CONVERSATIONS, WHICH IS SOMETHING THAT'LL SERVE AS A PROBLEM ONCE I GO TO COLLEGE.",cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,College outside of California
R_3L5aVoyRMcGyWSz,,BEING ABLE TO EXPERIENCE IT AND ACHIEVE MY DREAMS. AND LASTLY BEING ABLE TO EXPERIENCE THE REAL WORLD.,NEEDING MONEY FOR THINGS I WILL NEED,cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,Yes,California State University (CSU)
R_3J4XCFFDC8Vs5Pl,,"I’M NOT SURE. FROM WHAT I’VE HEARD COLLEGE IS A LOT OF MIXED REVIEWS. SOME PEOPLE LOVE THE SOCIAL LIFE AND HATE HOW DEAD CLASSES ARE OR SOME LOVE THE DEAD SOCIAL LIFE IS. ESPECIALLY NOW THAT I’M GOING TO A COMMUNITY COLLEGE IT ISN’T EXACTLY KNOWN FOR THE GREATEST SOCIAL LIFE. SO TRANSITIONING FROM BEING WITH FRIENDS ALL THE TIME AND VERY SOCIAL AND EXTROVERTED, CHEERING FOR THE FOOTBALL TEAM AND KNOWING MANY PEOPLE -> KNOWING NO ONE AND HAVING NO CHEER TEAM",TRANSITIONING,cis woman,straight/heterosexual ,White/Non-Hispanic,Did not complete high school,No,California Community College (CCC)
R_Ah88IeC2nmUs9rP,,BEING IN A NEW ENVIRONMENT AND JUST STARTING A WHOLE NEW VIEW OF EDUCATION.,BEING COMFORTABLE IN THE ENVIRONMENT AND STARTING TO SOCIALIZE.,cis woman,prefer not to say,Hispanic/Latinx,Did not complete high school,No,California State University (CSU)
R_22yOC3TvFoeF2aS,,THE NEWNESS OF IT ALL,FINANCES,cis woman,straight/heterosexual ,Filipino,Bachelor's degree,No,California State University (CSU)
R_1ohCksGtIvIYZbl,,FREEDOM.,ACADEMICS.,cis man,straight/heterosexual ,Black/African American,"Some college, no college degree",Yes,University of California (UC)
R_3nGHfV5tfB5uM3s,,"I CAN’T WAIT FOR A COMPLETELY NEW AND FRESH EXPERIENCE, I REALLY WANT TO START OFF ON THE RIGHT FOOT THIS TIME ALONG AND HOPE TO ACHIEVE MY ACADEMIC GOALS AND ACHIEVEMENTS. I CAN’T WAIT FOR WHAT’S TO COME!","I’M GUESSING MY BIGGEST PROBLEM IS LEARNING NEW MATERIAL, THOUGH IT MAY BE CHALLENGING IN SURE I WILL SEARCH FOR HELP THIS TIME AROUND AND NOT SAY QUIET.",cis man,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_vkKudwh8GcZSXPr,,INDEPENDENCE; FOCUS ON MY SPECIFIC AREA OF INTERESTS; LIVING IN DORMS; FOOD!,KEEPING ON TOP OF THINGS WHILE ALSO EXPLORING OPPORTUNITIES,cis woman,straight/heterosexual ,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,University of California (UC)
R_2s1QzC9A3cRh1Ho,,NEW OPPORTUNITIES TO EXPAND KNOWLEDGE AND MAKE NEW FRIENDS AND MEMORIES,COST,cis woman,bisexual/pansexual/omnisexual,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,University of California (UC)
R_2tifuhItYSUFSl3,,"I AM GOING TO A SCHOOL WITH A LARGE POPULATION, AND I AM EXCITED ABOUT THE OPPORTUNITIES AND ANONYMITY THAT COMES WITH BEING A PART OF SUCH A LARGE GROUP. I AM ALSO EXCITED TO MEET NEW PEOPLE.",I THINK INTERACTING WITH OTHERS AND DEALING WITH MY MENTAL HEALTH WILL BE A LARGE CHALLENGE FOR ME.,cis woman,prefer not to say,Black/African American,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,University of California (UC)
R_vCg254wzVLwOznj,,I’M MOST EXCITED FOR NEW EXPERIENCES AND HANDS-ON CLASSES.,MAKING NEW FRIENDS IN COLLEGE WILL PROBABLY BE MY BIGGEST CHALLENGE.,cis woman,bisexual/pansexual/omnisexual,Asian,High school diploma,Yes,University of California (UC)
R_zSizwt0yZf4Japj,,MEETING NEW PEOPLE WHO ARE SMART,FITTING IN SOCIALLY WITH OTHERS,cis man,straight/heterosexual ,White/Non-Hispanic,Bachelor's degree,Yes,University of California (UC)
R_1Qzx8bFzJFA4i0r,,LIVING MY PURPOSE WITH MUSIC.,MEETING NEW PEOPLE.,cis woman,straight/heterosexual ,White/Non-Hispanic,Bachelor's degree,Yes,Private four-year college/university in California
R_3DoP9mKuN5VX3zY,,KNOWLEDGE AND UNIVERSITY LIFE,TUITION FEES AND COURSE DIFFICULTY,cis man,straight/heterosexual ,Asian,High school diploma,No,California Community College (CCC)
R_XIoUoi2oP1vBFqF,,"I’M NOT REALLY EXCITED AT ALL, IT FEELS MORE OF AN OBLIGATION TO GO THEN TO WORK A 9-5 AND GET PAID $15 AN HOUR.",PROCRASTINATION,cis man,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",No,California Community College (CCC)
R_2wvMaFyL8Fiquf6,,NOT BEING IN HIGH SCHOOL,HAVING A WORK LIFE BALANCE,cis woman,straight/heterosexual ,White/Non-Hispanic,Did not complete high school,No,Private four-year college/university in California
R_1MXKAsyf4M5jTYY,,I’M VERY EXCITED TO BE SURROUNDED BY MORE PEOPLE THAT ARE OF MY RACE AND EXPERIENCING A NEW ENVIRONMENT.,I THINK PAYING OFF MY TUITION WILL BE THE BIGGEST CHALLENGE,cis woman,straight/heterosexual ,Filipino,Associate degree,Yes,College outside of California
R_3matjoXZrr8onS2,,I'M HOPING I CAN MAKE SOME FRIENDS.,SOCIALIZING WITH THE OTHER STUDENTS.,cis man,straight/heterosexual ,Black/African American,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,California State University (CSU)
R_1Oq0xaqKKfp7Je2,,LEARNING NEW STUFF,PROCRASTINATING,cis man,straight/heterosexual ,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",No,Private four-year college/university in California
R_V1OStCJsA3H6BjP,,BEING MORE INDEPENDENT AND JUST ATTENDING MY CLASSES AS A COLLEGE STUDENT.,BALANCING WORK AND MY STUDIES AT THE SAME TIME WITHOUT FEELING BURNT OUT.,cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,University of California (UC)
R_Y4hYVgaW15ItC1P,,"LIFE AWAY FROM HOME, MY STUDIES, AND BETTERING MY FUTURE","BALANCING ACADEMICS, WORK, AND OTHER IMPORTANT HOBBIES",cis woman,straight/heterosexual ,Hispanic/Latinx,High school diploma,No,Private four-year college/university in California
R_3p38OmcFOhl7rMD,,MEETING NEW PEOPLE,HARD CLASSES,cis woman,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",No,California State University (CSU)
R_32LN3IWW2pORY1t,,SMARTER KIDS AROUND ME AND BETTER TEACHING FOR LEADERS IN MY FIELD,BALANCING EVERYTHING I WOULD LIKE TO ACCOMPLISH AND DO,cis man,straight/heterosexual ,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,College outside of California
R_2PoooY8bFsdfJqf,,GETTING TO LEARN NEW INFORMATION IN MY FIELD OF STUDY AND GET TO KNOW NEW PEOPLE,FINDING RESOURCES THAT WOULD HELP ME AS A FIRST GENERATION STUDENTS,cis woman,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",Yes,Private four-year college/university in California
R_2w5hzRPSSLItRhI,,"I'M EXCITED ABOUT THE SMALL TIGHT-KNIT COMMUNITY, STUDYING ART AND CREATIVE WRITING, AND LIVING IN LOS ANGELES!",I THINK THE BIGGEST CHALLENGES WILL BE STEPPING OUT OF MY COMFORT ZONE SOCIALLY AND LIVING AWAY FROM MY MOM.,cis woman,prefer not to say,Black/African American,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,Private four-year college/university in California
R_3lMR9gjjMWl4cmT,,"NEW EXPERIENCES AND BEING ON MY OWN, BEING DONE WITH HIGH SCHOOL AND HOPEFULLY FEELING IN CONTROL OF MY OWN LIFE","FIGURING OUT HOW TO GET FINANCES, HOW TO BALANCE WORK AND SCHOOL, AND FIGURING OUT THE DORM SITUATION",cis woman,asexual/aromantic/demisexual,Hispanic/Latinx,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,University of California (UC)
R_DHoAyVW7gUhf0CR,,BEING AWAY FROM HOME,BALANCING WORK/SCHOOL/SOCIAL LIFE,nonbinary,asexual/aromantic/demisexual,Asian,"Some college, no college degree",Yes,University of California (UC)
R_27wmx5d72qgfiSb,,BE ABLE TO BE INDEPENDENT AND RESPONSIBLE FOR MYSELF. I AM ALSO EXCITED TO TAKE CLASSES THAT I AM PASSIONATE ABOUT.,FITTING IN SOCIALLY,cis man,straight/heterosexual ,White/Non-Hispanic,Bachelor's degree,Yes,College outside of California
R_2fcYubme6yLmli3,,"SINCE I LIVED PART OF MY LIFE IN MEXICO, I AM MOST EXCITED ABOUT THE ""US COLLEGE EXPERIENCE"". I WANT TO EXPERIENCE STUDYING FOR FINALS IN STARBUCKS, DECORATING MY DORM, OR BEING PART OF A CLUB!","THE BIGGEST CHALLENGE WILL PROBABLY BE A FINANCIAL STRUGGLE, AS I WILL BE FULLY SUPPORTING MYSELF THROUGHOUT THE YEARS I'M THERE.",cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_2dR3dNxzaR1njHw,,IM EXCITED ABOUT THE MEETING NEW PEOPLE AND THE NEW EXPERIENCES AND MEMORIES. I FEEL LIKE COLLEGE IS THE TIME WHEN PEOPLE REALLY GET TO KNOW THEMSELVES AND IT JUST HONESTLY FEELS LIKE A NEW BEGINNING. IM ALSO SUPER EXCITED TO FINALLY BE ABLE TO WORK INTO MY FUTURE.,"THE BIGGEST CHALLENGE MY BE BALANCING SCHOOL, WORK, AND MY SOCIAL LIFE.",cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California State University (CSU)
R_vdWUhu6KeX13mW5,,BECOMING A DOCTOR,MONEY,cis man,straight/heterosexual ,Hispanic/Latinx,High school diploma,No,University of California (UC)
